URL,Title,Address,Description,Compensation,Employment Type 
https://denver.craigslist.org/egr/d/littleton-designer-low-voltage/6772943640.html,Designer - Low Voltage,"Lone Tree, CO","
        
The Designer is instrumental in developing construction documents using AutoCAD to create plan sets for remodels and new construction of multi-family communities, commercial projects, assisted living facilities, and military projects. The essential duties and responsibilities include, but are not limited to:
•	Develop plan sets for Low Voltage systems and supplemental system detail drawings using AutoCAD
•	Receive architectural layouts and utilize AutoCAD to setup plan sheets for Low Voltage system design overlay
•	Develop detail shop drawings for project teams to include BDA permit sets, Access Control permit sets, etc
•	Create, manipulate, and dimensioning text and 2D objects
•	Insert, manipulate, and referencing object linking and embedding
•	Manage layer property, object drawing order, and block and external block reference (xref)
•	Perform object, block, and viewport scaling and sheet creation
•	Create PDF and various hard copy formats of construction documents
•	Maintain compliance with all company policies and procedures
•	Perform related duties as assigned by supervisor
Skills and Abilities:
•	Interpersonal Relationships -- establish and maintain constructive and cooperative working relationships with others
•	Time Management -- self-motivated with the ability to prioritize tasks, managing one's own time and the time of others
•	Written Comprehension & Expression -- the ability to read and communicate information and ideas in writing so others will understand
•	Oral Comprehension, Expression & Clarity -- the ability to listen, understand and communicate information and ideas audibly so others will understand
•	Organization and Multitasking --  the ability to systematize and perform various tasks simultaneously
•	Attention to Detail --  Thorough and accurate when performing tasks and following Company processes and procedures
•	Professionalism -- Adherence to courtesy, consideration, honesty, and responsibility when dealing with coworkers and Clients
•	Team Work -- Effectively work as a member of a collaborative team to accomplish goals
•	Dependability -- Reliability, responsibility, and dependability at fulfilling obligations
•	Adaptability and Flexibility -- Open to change (positive of negative) and considerable variety in the workplace
•	Innovation -- Creativity and alternative thinking to develop new ideas for and answers to work-related issues and problems
•	Accountability -- Responsibility to complete assigned tasks, perform duties, and be present for when scheduled
•	Integrity -- Behave in an honest and ethical manner
Qualifications:
•	5 or more years of experience with AutoCAD and Architectural/M.E.P./ Low Voltage Design Firm
•	3 to 5 years of industry experience preferred in low voltage systems: access control systems, building distributed amplication systems, burglar alarm systems, CCTV camera systems, commercial audio/video systems, and voice/video/data systems and associated system electronics
•	Experience with computer networking preferred
•	Associate's Degree or Certificate (one year degree) in AutoCAD
•	Associate's Degree or Certificate (one year degree) in Electrical Engineering
•	Excellent verbal and written communication skills, including ability to effectively communicate with internal and external clients
•	Excellent computer proficiency (Microsoft Operating Systems and MS Office - Word, Excel and Outlook)
•	Must be able to work under pressure and meet deadlines, while maintaining a positive attitude and providing exemplary client service
•	Ability to work independently and to carry out assignments to completion within parameters of instructions given, prescribed routines, and standard accepted practices
•	Must possess a valid driver's license for the state of Colorado
•	Must be able to maintain regular, punctual attendance    ",Negotiable based on Experience,full-time
https://denver.craigslist.org/egr/d/denver-structural-project-engineer/6772959579.html,Structural Project Engineer,Denver,"
        
DCI Engineers is a leading structural and civil engineering firm headquartered in Seattle, WA, with branch offices in 12 additional locations along the West Coast, Texas, Alaska, Colorado, and Montana. We hire enthusiastic, intelligent, fun relationship builders who know how to step outside the box when necessary to creatively solve the needs of our clients.

Our various locales provide unique and challenging opportunities for employees to gain experience and develop expertise in a collaborative and rewarding environment. DCI is proud to offer its employees a competitive salary and benefits package.

Requirements for Structural Project Engineer:

0-5 years of experience
Working knowledge and project experience using steel, concrete, wood and masonry design
Experience with design of all categories of seismic and gravity framing systems for every building and material type
Effective communication skills
Ability to provide excellent service and build client relationships
Structural Engineering degree from an ABET accredited university preferred

If interested, please apply here:  www.dci-engineers.com/careers.
    ",DOE,full-time
https://denver.craigslist.org/egr/d/englewood-full-time-cad-revit-designer/6771700469.html,Full-Time CAD/Revit Designer,Englewood CO,"
        
Lerch Bates Inc. is seeking a Full-Time CAD/Revit Designer  

Englewood CO area preferred. Denver Metropolitan area acceptable.

We are an employee-owned organization offering a great environment, top notch professionals and terrific benefits. Submit your resume today to learn more about becoming a part of a great team!

Description
Telecommute 80% of the time. Incorporates the client and Consultant input to create top-quality architectural drawings for our Logistics team using CAD and Revit.  Prepares preliminary project designs and sketches and coordinates project design and drawing delivery with the Consultant.  Performs quality control on drawings and reports to ensure the highest of standards are upheld and our clients are delighted.

Key Qualifications
-  Must have knowledge or be able and willing to gain the knowledge of industry standards within Logistics.
-  Intermediate to Expert-level working knowledge of AutoCAD and Revit applications required.
-  Must be able to receive and give input and feedback to and from Consultants and Clients in order to meet the Clients specifications as well as explain industry standards that are required for safety and code compliance.

Other Requirements
-  Experience designing or detailing pneumatic tube systems is desirable.
-  Enjoys detailed work and producing quality drawings and reports.
-  Is comfortable communicating verbally and in writing and may be called upon to interface with client staff.
-  Can manage multiple projects through to completion.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.
    ",Commensurate with experience,full-time
https://denver.craigslist.org/egr/d/denver-kitchen-equipment-designer/6771744458.html,Kitchen Equipment Designer,Stapleton Brand Services,"
        



KITCHEN EQUIPMENT DESIGNER
‪Kitchen Equipment Designer responsibilities include working closely with our culinary, design and development teams to manage all phases of our projects from schematic design through construction and project closeout. To succeed in this role, you should have excellent time management, strong organizational, and communication skills, as you'll collaborate with external and internal teams to deliver results on deadlines.  The Kitchen Equipment Designer has the primary responsibility of assisting in the development and monitoring of project scope including planning, coordination directly with our operations team, budgeting and scheduling.  This position will also work with the design team in the development of design documents. ‬ ‬‬‬‬‬‬‬‬‬

About Us:
Punch Bowl Social innovates and leads a modern authentic approach to the ""eat-ertainment"" category by effectively combining a diner-inspired scratch-kitchen, craft beverage program, and entertainment in a highly curated design-forward environment. In addition to our passion for providing exceptional food & drink, we are committed to personalized customer service and have developed a team of extraordinary brand ambassadors to lead our tribe of professionals. 


QUALIFICATIONS
•	A Bachelor's degree in a related field from an accredited university; or equivalent work experience, or combination of work and education may be substituted.
•	Proven work experience as a Kitchen Equipment Designer or similar role, for at least 5 years.
•	Must possess the ability to read construction drawings.
•	Proficient with MS Office suite [Excel, Word and Outlook].
•	Proficient with Revit and AutoCAD software.
•	Solid organizational skills, including multitasking and time-management.
•	Strong teamwork skills.

ESSENTIAL DUTIES AND RESPONSIBILITIES
•	Create equipment layout designs for the commercial kitchens of existing and upcoming Punch Bowl Social locations.
•	Develop, monitor, and adjust project schedules.
•	Review scope of work and agreements with consulter in alignment with project objectives.
•	Meet consistency with Punch Bowl Social operations team and work with equipment supplier.
•	Collaborate with appropriate staff to meet goals and objectives of project.
•	Coordinate drawings to reflect any health department or local jurisdiction requirements.
•	Assist the design department in Construction Drawing documentation.

If you are interested in becoming part of a nationally expanding concept, with significant growth opportunities, we look forward to reviewing your resume.  Please click the link above to apply.  No placement agencies or recruiters will be considered; please do not contact the above mentioned location.









    ",Salary+Benefits,full-time
https://denver.craigslist.org/egr/d/denver-project-engineer-construction/6774727372.html,Project Engineer (Construction),"Thornton, CO","
        
We are a concrete construction company looking for someone that can fill the role of a full-time Project Engineer in our Denver office. Our company culture promotes hard work, dedication, cooperation, and communication to ensure success for our company and employees. We are looking for a long-term employee to become a part of our team and help ensure continued success.

Responsibilities:

Promote a professional image of the company, coordinate and execute all Project Engineer tasks with the main objective of supporting our field operations, engineering management, and all related tasks, including but not limited to:

- Concrete Formwork Design
- Develop Formwork Fabrication Drawings
- Production of Concrete Outline Drawings
- Perform simple design calculations
- Quality Control/Assistance during construction
- Assist project managers and field employees in day to day tasks
- Coordinate with administrators on weekly document workflow


Skills and Attributes:

- Ability to work independently and efficiently, with little direction 
- Proactive planning and organizational skills
- Well-developed interpersonal and communication skills 
- Proficient in Microsoft Office Suite, MS Project, and Revit/ACAD
- Thorough understanding of construction drawings and project documents
- Proficient knowledge of computers
- Desire and aptitude to learn
- Ability to work well and assimilate in a team environment

Position Requirements: Civil Engineering Degree, Construction Management Degree, or applicable experience

A strong work ethic is the most important quality we are looking for in an employee. We take great care of our staff and those that prove their value are compensated accordingly. Our compensation package is salaried and will include: Medical/Optical/Dental insurance, HSA, 401K with employer match (vesting period applies), Paid Vacation and Holidays, and Profit Sharing (vesting period applies) 

To be considered for the position, please send an email with your resume attached. Submissions without a resume will not be considered.
    ","Competitive, DOE",full-time
https://denver.craigslist.org/egr/d/aurora-contractor-estimator-project/6775203756.html,Contractor Estimator/Project Manager,Denver,"
        
DSP Services is looking for an Estimator/Project Manager working from home full time by contract.
Requirements:
-Minimum 3 years of experience in new construction,  home remodeling, commercial remodeling, and roofing repair
-Bilingual English and Spanish 
-Organize, responsible and self-driven 
-Good customer service
-Know how to use Bluebeam and Google Drive
-Experience with construction documentation (RFI, RFC, Change Orders, SOV, MSDS, etc)

Please sent your resume and contact information to info@dspservicesllc.net
    ",Aprx. $200 per estimate plus profit percentage,contract
https://denver.craigslist.org/egr/d/denver-structural-project-manager/6772968952.html,Structural Project Manager,Denver,"
        
DCI Engineers is a leading structural and civil engineering firm headquartered in Seattle, WA, with branch offices in 12 additional locations along the West Coast, Texas, Alaska, Colorado, and Montana. We hire enthusiastic, intelligent, fun relationship builders who know how to step outside the box when necessary to creatively solve the needs of our clients.

Our various locales provide unique and challenging opportunities for employees to gain experience and develop expertise in a collaborative and rewarding environment. DCI is proud to offer its employees a competitive salary and benefits package.

Requirements for Structural Project Manager:

4-8 years of project management experience

Experience designing and managing concrete, steel, and wood-framed projects

Ability to design all categories of seismic and gravity framing systems

Work to include building evaluations, renovations and seismic retrofits

Desire to build strong client relationships

Ability to effectively communicate with a variety of stakeholders - clients, design and construction teams

Desire to build strong client relationships and provide excellent service

Structural Engineering degree from an ABET accredited university and PE required. Master's degree and SE preferred.

If interested in applying, please do so here:  www.dci-engineers.com/careers.    ",DOE,full-time
https://denver.craigslist.org/egr/d/denver-structural-cad-designer/6772970252.html,Structural CAD Designer,Denver,"
        
DCI Engineers is a leading structural and civil engineering firm. Our various offices in Washington, Oregon, California, Texas, Alaska, Colorado and Montana provide unique and challenging opportunities for our employees to gain experience and develop expertise at a rapid pace. In addition, our vibrant company culture promotes a collaborative approach to design and focuses on providing a rewarding work environment for employees. DCI is also proud to offer a diverse array of benefits to those who are a part of our team.

We are currently seeking a Structural CAD / Revit Designer with 0-10 years of experience for our Denver office whose project experience includes steel, concrete, wood and masonry design.

Requirements:
• Strong office communication skills and the ability to work independently and as part of various teams
• Be extremely service oriented and highly approachable with a commitment to helping others
• Strong knowledge of Revit 2014 and AutoCAD 2014 or higher

If interested, please apply here: .
    ",DOE,full-time
https://denver.craigslist.org/egr/d/boulder-mechanical-engineer/6774612476.html,Mechanical Engineer,boulder,"
        
Mechanical Engineer

High Precision Devices, Inc. (HPD) is a successful and growing 25 year old Boulder business specializing in precision instrument R&D and manufacturing. HPD builds devices that integrate ultra-low temperature cryogenics with precision mechanics, vacuum, optics, and electronics. 

We are seeking a Mechanical Engineer with at least 5 years of experience. Advanced degrees may be substituted for experience. Responsibilities will include design engineering, analysis, documentation, prototyping, product development, testing, and sustaining engineering.

Your background MUST include:
     • Extensive SolidWorks experience.
     • Strong physics and math knowledge.
     • Experience with precision mechanics, mechanisms, instruments (cryogenics experience is a definite plus).
     • Understanding of materials properties, manufacturing processes.
     • Minimum education of a BSME degree or equivalent.

HPD is a challenging, demanding, and fulfilling work environment. It is essential that employees are excellent communicators and team players in addition to having a high level of technical expertise. It is expected that HPD employees exhibit uncompromising professionalism and ethics in interactions with HPD internal staff as well as externally with customers and vendors.
HPD offers a flexible work schedule and has a full benefit package including health insurance, Simple IRA, disability insurance, life insurance, etc.

Pay rate is commensurate with experience.  For 5 years of experience, minimum $75,000/yr

For more information on HPD visit our website at: 

Please send resume and cover letter to this listing No phone calls.
    ",Pay rate is commensurate with experience.,full-time
https://denver.craigslist.org/egr/d/boulder-senior-instrument-scientist/6774634205.html,Senior Instrument Scientist/Project Manager,"Boulder, CO","
        
Senior Instrument Scientist/Project Manager

High Precision Devices, Inc. (HPD) is a successful and growing 25 year old Boulder precision instrument R&D and manufacturing business. HPD builds complex scientific instruments that integrate ultra-low temperature cryogenics with precision mechanics, vacuum, optics, and electronics. 

We are seeking candidates with at least 10 years of experience in managing highly technical projects that integrate our diverse range of technologies. Advanced degrees are required and responsibilities will include system design engineering, analysis, proposal writing, mentoring, project management, and ideation.

We are particularly interested in candidates who bring both a breadth of knowledge in general physics and engineering as well as depth in one or more particular topics such as cryogenics, optics, sensors, vacuum, electromagnetism, electronics and controls. Preference will be given to candidates who demonstrate a passion for instrument science and bring new skills to expand our own. 

Your background MUST include:
  • Graduate degree in physical science or engineering.
  • Strong physics and mathematical modeling knowledge.
  • Experience with scientific instruments.
  • Understanding of materials properties, manufacturing processes, thermodynamics.
  • Experience in academic or commercial R&D
  • Project management experience including proposal writing.

HPD is a challenging, demanding, and fulfilling work environment. It is essential that employees are excellent communicators and team players in addition to having a high level of technical expertise. It is expected that employees exhibit uncompromising professionalism and ethics in interactions with internal staff as well as externally with customers and vendors.

HPD offers a flexible work schedule and has a full benefit package including health insurance, Simple IRA, disability insurance, life insurance, etc.

Pay rate is commensurate with experience. For 10 years of experience, minimum $100,000/year.

For more information on HPD visit our website at: 

Please send resume and CV along with cover letter to this listing -- No phone calls.
    ","Pay rate is commensurate with experience. For 10 years of experience, minimum $100,000/year.",full-time
https://denver.craigslist.org/egr/d/englewood-building-engineer/6774698754.html,Building Engineer,Brand new building in the Cherry Creek Area,"
        
""Our Philosophy is simple, we believe in quality, service, performance, and integrity!""

The professionals of Hammersmith® have been dedicated to the advancement of quality living communities in Colorado for over 35 years. We pride ourselves on working with Homeowner Association's Boards and homeowners in order to provide personalized and hands-on management benefits.

We are looking for a dedicated Building Engineer to help us in achieving this mission!

Job Title: Building Engineer

Reports To: Community Association Manager

Department: Community Management

Exemption Status: Exempt/Salary

Schedule: 20 hours a week

Summary: The Building Engineer is responsible for the effective and efficient operation and cleanliness of the building, completing established preventative maintenance programs of the building and its equipment, and providing direction to outside contractors as needed. In addition, the Building Engineer is responsible for supervising staff and completing maintenance duties in the absence of staff.Schedule: 20 hours a week

Main Responsibilities:

Tour the building daily, identifying items requiring housekeeping and maintenance (in-house or from an outside contractor). Such items should be reported to the Community Association Manager.
Direct the performance of contracted vendors and performance of the maintenance staff as needed.
Utilize Hammersmith Construction Services for maintenance and project support of the buildings.
Establish and maintain all appropriate building logs/records, plans, reports, and preventative maintenance calendars.
Enter and monitor work orders for tracking and completion.
Follow preventative maintenance procedures and guidelines for the building, equipment, public space, grounds, etc. This includes routine testing and monitoring of the fire suppression system, plumbing systems, HVAC systems, the emergency generator, and other mechanical and building components outlined in the Association's preventative maintenance calendars.
Complete work orders as assigned. Review and evaluate results during and at the conclusion of projects.
Obtain requests for proposals for outside contractors as required for repairs, and preventative maintenance contracts on all building systems.
Inventory, track, and maintain all Association owned equipment and needed supplies.
Ensure cleanliness and organization of all work areas.
Provide operational recommendations to the Community Association Manager and Board of Directors for process improvements and increased efficiency through a monthly Maintenance Report.
Provide written reports, as requested/needed, on the condition of all aspects of the building.
Respond to emergency calls when necessary. Responses may include coordinating repairs with the proper contractor, consulting the Community Association Manager as to what action to take, or personally visiting the property to resolve the issue.
Schedule and arrange for system inspections as required by Federal, State, and Local laws.
Assist in enforcing Association Rules & Regulations.
Attend monthly Board of Director Meetings and give Maintenance Report.
Cross-train on other high-rise buildings to provide support to the engineering team.
Contribute and be a part of the reserve study and annual budgeting process as it affects their areas of responsibility.

Key Qualifications:

Must possess personal values that are in alignment with those of the company: Excellence, Partnership, Professionalism, Integrity, and Life Balance
Knowledge of occupational hazards and safety precautions of building and facilities management, building codes, and safety codes
Knowledge of all aspects of building engineering, including but not limited to HVAC systems, plumbing systems, fire suppression systems, smoke control systems, elevators, emergency generators, building security
Skill in organization, customer service, attention to detail, and follow through
Skill in decision making and problem solving
Ability to read and understand technical drawings and Oms
Ability to utilize different computer software programs
Ability to effectively communicate both verbally and in writing
Ability to prioritize and handle multiple assignments
Ability to perform duties with limited supervision
Ability to be work a flexible schedule in order to meet deadlines
Ability to supervise as necessary

Education and Experience:

Four-year degree in Business Management, Engineering, or a related field preferred
Minimum 3-5 years of experience and working knowledge in all aspects of building engineering including HVAC systems, plumbing systems, fire suppression systems, smoke control systems, elevators, emergency generators, building security etc. required
Previous supervisory experience preferred
Possess a Standing Facilities Certification (ICC Issue or Equivalent) or equivalent through years of experience working in all aspects of Facilities Maintenance required
HVAC certification required
Current boiler license and Certified Pool Operator required

Benefits:   Regular part time Hammersmith employees also receive benefits including prorated sick time and holiday pay, as well as participation in our 401(K) plan!  All regular employees are encouraged to take 1 paid day off per year, as part of our Philanthropic Day of Service.

To apply please go to: ?
    ",TBD,part-time
https://denver.craigslist.org/egr/d/boulder-historic-preservation-engineer/6774710265.html,HISTORIC PRESERVATION ENGINEER,BOULDER,"
        
JVA has an opening for a creative and highly motivated structural engineer to work with our Historic Preservation team. 

Qualifications:
1) 5 years' experience minimum; licensed Professional Engineer.
2) Experience assessing historic structures existing buildings and designing repairs and alterations.
3) Strong technical skills required. Experience in wood and masonry design critical. Seismic, steel and concrete design experience also desirable. 
4) Excellent writing skills and verbal communication required. Experience writing technical structure assessments desirable. 
5) Experience with REVIT.

	JVA, Inc. is a Colorado consulting engineering firm with offices in Boulder, Fort Collins, Winter Park, Glenwood Spring and Denver. Established in 1956, JVA is a 110 person structural, civil and environmental engineering firm serving architects, owners, and builders on projects throughout the Rocky Mountain region and nationwide. 

           JVA has a strong background in preservation and renovation work on historic buildings, and we are the only firm in Colorado with a Historic Preservation Studio dedicated to this effort. We provide forensic, stabilization, renovation and preservation services on a large variety of historic structures ranging from dilapidated barns and mining cabins to high profile buildings with Historic Register listings. 
At present we provide services to the National Park Service on several A/E teams for both historic and new work in multiple regions of the country. We've completed dozens of NPS projects involving visitor centers, auditoriums, comfort stations, shelters and housing. 

JVA is active with the U.S. Green Building Council, and many of our engineers are LEED Accredited Professionals. In addition, JVA Inc. is fully committed to ongoing staff training.

Please visit our website at www.jvajva.com.




    ",Competitive benefits package.,full-time
https://denver.craigslist.org/egr/d/denver-cad-designer-hvac-total-station/6775504249.html,"CAD Designer, HVAC & Total Station Layout","Westminster, CO","
        
Job Summary
MTech Mechanical is a leading mechanical design/build contractor in Colorado, and the majority of our project procurement is negotiated in a design assist/build arrangement. MTech's culture is centered around our commitment to innovation, our support of our internal teams, our integrated project approach, and our long-term client relationships. Established in 2002, MTech is a true design/build/maintain mechanical contracting firm, and we continuously advocate collaborative and sustainable solutions for our clients and their projects.
 
MTech Mechanical promotes personal and professional development, work/life balance, health and wellness, and community involvement.
 
Operate Total Station machine for field layout as required.  Operate AutoCAD and/or Revit with Autodesk Fabrication to prepare detailed HVAC models and drawings for fabrication and installation.
 
A successful candidate will be responsible for:
Create point files from coordinated models for export into prefabrication documentation and for input into the total station machine.
Operate the total station machine in the field for project layout.
Prepare detailed hanger layout drawings for prefabrication and field install.
Communicate with Field Managers to ensure project design requirements and field needs are met
Attend and effectively participate in in-house coordination meetings
Follow MTech Mechanical detailing CAD standards
Understand and establish positive and functional job relationships
Effectively participate on MTech Mechanical team to satisfy the customer's needs
Communicate effectively with internal and external customers
Regular and predictable attendance is expected in order to meet the requirements of this position
Other duties as assigned
 
Qualified candidates will possess the following education and experience:
1 year work experience; either field work or creating detailed fabrication and installation drawings 
Must be approved to drive a company vehicle or drive on behalf of the company
Autocad experience preferred but not required
Revit and Navisworks knowledge preferred but not required
Accurate evaluation of structural, architectural, electrical, mechanical and plumbing systems
Knowledge of hanger installation practices
Must be self-motivated and work well in a team environment
General computer software knowledge, including Microsoft Office, Word, Xcel and Bluebeam

ADA Specifications
Physical Demand  
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential job functions.
 
While performing the duties of this job, the employee is regularly required to:
Have full range of mobility in upper and lower body. 
Be able to reach over head. 
Be able to work a full range of physical activity in various positions, including, but not limited to, stooping, standing, bending over, kneeling and squatting, climbing, walking for extended periods of time. 
Be able to lift, pull and push materials and equipment to complete assigned job tasks.
Be able to lift 75 pounds of weight frequently throughout assigned workday.
Capable of hearing at a level or correctable to a level where the person is able to receive detailed information through verbal communication. Vision must also be at a level or correctable level where the person has clarity both in short and long distance vision.
 
Work Environment
Work environment characteristics described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
 
While performing the duties of this job, the employee may be exposed to weather conditions.
 
Must have flexible schedule during typical business hours for position.
 
The noise level in the work environment is usually moderate.
 
This Job Description is not a complete statement of all duties and responsibilities comprising this position and may change with or without notice.
 
We are an Equal Opportunity Employer, Females/Minority/Veterans/Disabled/Sexual Orientation/Gender Identity.
    ",DOE,full-time
https://denver.craigslist.org/egr/d/denver-kitchen-equipment-designer/6775498941.html,Kitchen Equipment Designer,Stapleton Brand Services,"
        



KITCHEN EQUIPMENT DESIGNER
‪Kitchen Equipment Designer responsibilities include working closely with our culinary, design and development teams to manage all phases of our projects from schematic design through construction and project closeout. To succeed in this role, you should have excellent time management, strong organizational, and communication skills, as you'll collaborate with external and internal teams to deliver results on deadlines.  The Kitchen Equipment Designer has the primary responsibility of assisting in the development and monitoring of project scope including planning, coordination directly with our operations team, budgeting and scheduling.  This position will also work with the design team in the development of design documents. ‬ ‬‬‬‬‬‬‬‬‬

About Us:
Punch Bowl Social innovates and leads a modern authentic approach to the ""eat-ertainment"" category by effectively combining a diner-inspired scratch-kitchen, craft beverage program, and entertainment in a highly curated design-forward environment. In addition to our passion for providing exceptional food & drink, we are committed to personalized customer service and have developed a team of extraordinary brand ambassadors to lead our tribe of professionals. 


QUALIFICATIONS
•	A Bachelor's degree in a related field from an accredited university; or equivalent work experience, or combination of work and education may be substituted.
•	Proven work experience as a Kitchen Equipment Designer or similar role, for at least 5 years.
•	Must possess the ability to read construction drawings.
•	Proficient with MS Office suite [Excel, Word and Outlook].
•	Proficient with Revit and AutoCAD software.
•	Solid organizational skills, including multitasking and time-management.
•	Strong teamwork skills.

ESSENTIAL DUTIES AND RESPONSIBILITIES
•	Create equipment layout designs for the commercial kitchens of existing and upcoming Punch Bowl Social locations.
•	Develop, monitor, and adjust project schedules.
•	Review scope of work and agreements with consulter in alignment with project objectives.
•	Meet consistency with Punch Bowl Social operations team and work with equipment supplier.
•	Collaborate with appropriate staff to meet goals and objectives of project.
•	Coordinate drawings to reflect any health department or local jurisdiction requirements.
•	Assist the design department in Construction Drawing documentation.

If you are interested in becoming part of a nationally expanding concept, with significant growth opportunities, we look forward to reviewing your resume.  Please click the link above to apply.  No placement agencies or recruiters will be considered; please do not contact the above mentioned location.









    ",Salary+Benefits,full-time
https://denver.craigslist.org/egr/d/denver-kitchen-equipment-designer/6775499066.html,Kitchen Equipment Designer,Stapleton Brand Services,"
        



KITCHEN EQUIPMENT DESIGNER
‪Kitchen Equipment Designer responsibilities include working closely with our culinary, design and development teams to manage all phases of our projects from schematic design through construction and project closeout. To succeed in this role, you should have excellent time management, strong organizational, and communication skills, as you'll collaborate with external and internal teams to deliver results on deadlines.  The Kitchen Equipment Designer has the primary responsibility of assisting in the development and monitoring of project scope including planning, coordination directly with our operations team, budgeting and scheduling.  This position will also work with the design team in the development of design documents. ‬ ‬‬‬‬‬‬‬‬‬

About Us:
Punch Bowl Social innovates and leads a modern authentic approach to the ""eat-ertainment"" category by effectively combining a diner-inspired scratch-kitchen, craft beverage program, and entertainment in a highly curated design-forward environment. In addition to our passion for providing exceptional food & drink, we are committed to personalized customer service and have developed a team of extraordinary brand ambassadors to lead our tribe of professionals. 


QUALIFICATIONS
•	A Bachelor's degree in a related field from an accredited university; or equivalent work experience, or combination of work and education may be substituted.
•	Proven work experience as a Kitchen Equipment Designer or similar role, for at least 5 years.
•	Must possess the ability to read construction drawings.
•	Proficient with MS Office suite [Excel, Word and Outlook].
•	Proficient with Revit and AutoCAD software.
•	Solid organizational skills, including multitasking and time-management.
•	Strong teamwork skills.

ESSENTIAL DUTIES AND RESPONSIBILITIES
•	Create equipment layout designs for the commercial kitchens of existing and upcoming Punch Bowl Social locations.
•	Develop, monitor, and adjust project schedules.
•	Review scope of work and agreements with consulter in alignment with project objectives.
•	Meet consistency with Punch Bowl Social operations team and work with equipment supplier.
•	Collaborate with appropriate staff to meet goals and objectives of project.
•	Coordinate drawings to reflect any health department or local jurisdiction requirements.
•	Assist the design department in Construction Drawing documentation.

If you are interested in becoming part of a nationally expanding concept, with significant growth opportunities, we look forward to reviewing your resume.  Please click the link above to apply.  No placement agencies or recruiters will be considered; please do not contact the above mentioned location.









    ",Salary+Benefits,full-time
https://denver.craigslist.org/egr/d/englewood-staff-geotechnical-engineer/6775608405.html,Staff Geotechnical Engineer,"Denver, CO","
        
Job Description: Ninyo & Moore has an immediate opening for a Staff Geotechnical Engineer in Denver, CO. The successful candidate will assist project managers in the performance of geotechnical field evaluations, forensic assessments, and construction projects. Duties include geotechnical subsurface evaluations, supervision of excavation subcontractors, logging and classification of soils in the field, performance of floor level surveys, documentation of distressed structures, and assistance in reviewing construction documents including plans and specifications. Additional duties include compilation of geotechnical laboratory test data, geotechnical calculations and performance of engineering calculations for slope stability, lateral earth pressure, foundation capacity, settlements, and deep foundation design.

Education: B.S. / B.A. (Civil Engineering, Geotechnical Engineering, Construction Engineering) and Engineer-in-training (EIT) or Engineer Inter (EI) certification required, M.S. preferred.

Required Skills: The successful candidate will be entry level up to 2 years of experience, preferably with a geotechnical consulting firm performing duties described above. Candidate should have excellent verbal and written communication skills, positive attitude, good organizational skills, and a strong work ethic. Must be able to work both independently and as a team member.

Status: Full time

Location: Denver, CO

Reference Id:SGE-DEN
    ",Excellent salary and benefits commensurate with experience.,full-time
https://denver.craigslist.org/egr/d/englewood-senior-geotechnical-engineer/6775609229.html,Senior Geotechnical Engineer,"Denver, CO","
        
Job Description:  Ninyo & Moore has an opening for a Senior Geotechnical Engineer in Denver, CO. The Senior Geotechnical Engineer will investigate residential and commercial sites to evaluate the cause and origin of geotechnical failures, damages or defects, conduct and manage forensic geotechnical evaluations; and direct, review, and oversee small to large private and public geotechnical projects. The successful candidate will also mentor junior staff; provide leadership, maintain client relationships; assist in marketing/business development; provide ongoing training to engineering staff; provide direction and review of engineering work products; and prepare, review and sign geotechnical proposals and reports.

Education: PE and M.S. in Civil Engineering with geotechnical emphasis required.

Required Skills: The successful candidate should be a licensed professional engineer in Colorado with over 10 years of experience with a geotechnical consulting firm performing duties described above. A well-rounded background in geotechnical engineering, strong work ethic, excellent interpersonal and leadership skills, and a track record of successful client relationships and service are required. Candidate should have a thorough understanding and knowledge of geotechnical engineering. The ideal candidate will have work experience with construction and earthwork activities. Candidate should have excellent interpersonal, verbal and written communication skills, positive attitude, and excellent problem solving skills.

Status: Full time

Location: Denver, CO

Reference ID: SGE-DEN
    ",Excellent salary and benefits commensurate with experience.,full-time
